applycd,APPLYDATE,EVER60_LABEL
BJC3511701030889,2017/1/16,0
BJC3511701030911,2017/1/16,0
BJC3511701030915,2017/1/16,0
BJC3511701030930,2017/1/17,0
BJC3511701030941,2017/1/16,0
BJC3511701030946,2017/1/16,0
BJC3511701030950,2017/1/16,0
BJC3511701030966,2017/1/16,0
BJC3511701031007,2017/1/16,0
BJC3511701031009,2017/1/16,0
BJC3511701031036,2017/1/16,0
BJC3511701031042,2017/1/17,0
BJC3511701031287,2017/1/16,0
BJC3511701031491,2017/1/17,0
BJC3511701031495,2017/1/17,0
BJC3511701031497,2017/1/17,0
BJC3511701031510,2017/1/17,0
BJC3511701031511,2017/1/17,0
BJC3511701031523,2017/1/17,0
BJC3511701031528,2017/1/17,0
BJC3511701031530,2017/1/17,0
BJC3511701031533,2017/1/17,0
BJC3511701031535,2017/1/17,0
BJC3511701031541,2017/1/17,0
BJC3511701031567,2017/1/17,0
BJC3511701031575,2017/1/17,0
BJC3511701031578,2017/1/17,0
BJC3511701031584,2017/1/17,0
BJC3511701031587,2017/1/17,0
BJC3511701031600,2017/1/17,0
BJC3511701031649,2017/1/17,0
BJC3511701031663,2017/1/17,0
BJC3511701031678,2017/1/17,0
BJC3511701031709,2017/1/17,0
BJC3511701031723,2017/1/17,0
BJC3511701031734,2017/1/17,0
BJC3511701031757,2017/1/17,0
BJC3511701031770,2017/1/17,0
BJC3511701031801,2017/1/17,0
BJC3511701031846,2017/1/17,0
BJC3511701031876,2017/1/17,0
BJC3511701031891,2017/1/17,0
BJC3511701031979,2017/1/17,0
BJC3511701031992,2017/1/17,0
BJC3511701031995,2017/1/17,0
BJC3511701032048,2017/1/17,0
BJC3511701032072,2017/1/17,0
BJC3511701032074,2017/1/17,0
BJC3511701032129,2017/1/17,0
BJC3511701032392,2017/1/17,0
BJC3511701032446,2017/1/17,0
BJC3511701032467,2017/1/17,0
BJC3511701032475,2017/1/17,0
BJC3511701032501,2017/1/18,0
BJC3511701032518,2017/1/17,0
BJC3511701032519,2017/1/17,0
BJC3511701032557,2017/1/17,0
BJC3511701032565,2017/1/18,0
BJC3511701032626,2017/1/17,0
BJC3511701032638,2017/1/17,0
BJC3511701032666,2017/1/17,0
BJC3511701032672,2017/1/17,0
BJC3511701032705,2017/1/17,0
BJC3511701032706,2017/1/17,0
BJC3511701032715,2017/1/17,0
BJC3511701032716,2017/1/17,0
BJC3511701032723,2017/1/17,0
BJC3511701032747,2017/1/17,0
BJC3511701032756,2017/1/17,0
BJC3511701032782,2017/1/17,0
BJC3511701032822,2017/1/17,0
BJC3511701032876,2017/1/17,0
BJC3511701033075,2017/1/17,0
BJC3511701033080,2017/1/17,0
BJC3511701033114,2017/1/17,0
BJC3511701033132,2017/1/17,0
BJC3511701033140,2017/1/17,0
BJC3511701033165,2017/1/17,0
BJC3511701033240,2017/1/17,0
BJC3511701033252,2017/1/17,0
BJC3511701033272,2017/1/17,0
BJC3511701033275,2017/1/17,0
BJC3511701033326,2017/1/17,0
BJC3511701033334,2017/1/17,0
BJC3511701033345,2017/1/17,0
BJC3511701033413,2017/1/18,0
BJC3511701033418,2017/1/17,0
BJC3511701033421,2017/1/17,0
BJC3511701033524,2017/1/17,0
BJC3511701033630,2017/1/17,0
BJC3511701033656,2017/1/18,0
BJC3511701034149,2017/1/18,0
BJC3511701034152,2017/1/18,0
BJC3511701034162,2017/1/18,0
BJC3511701034168,2017/1/18,0
BJC3511701034177,2017/1/18,0
BJC3511701034189,2017/1/18,0
BJC3511701034196,2017/1/18,0
BJC3511701034208,2017/1/18,0
BJC3511701034214,2017/1/18,0
BJC3511701034225,2017/1/18,0
BJC3511701034233,2017/1/18,0
BJC3511701034262,2017/1/18,0
BJC3511701034273,2017/1/18,0
BJC3511701034282,2017/1/18,0
BJC3511701034293,2017/1/18,0
BJC3511701034314,2017/1/18,0
BJC3511701034350,2017/1/18,0
BJC3511701034351,2017/1/18,0
BJC3511701034360,2017/1/18,0
BJC3511701034417,2017/1/18,0
BJC3511701034423,2017/1/19,0
BJC3511701034444,2017/1/18,0
BJC3511701034454,2017/1/18,0
BJC3511701034486,2017/1/18,0
BJC3511701034545,2017/1/18,0
BJC3511701034580,2017/1/18,0
BJC3511701034588,2017/1/18,0
BJC3511701034609,2017/1/18,0
BJC3511701034645,2017/1/18,0
BJC3511701034726,2017/1/18,0
BJC3511701034734,2017/1/18,0
BJC3511701034735,2017/1/18,0
BJC3511701034742,2017/1/18,0
BJC3511701034755,2017/1/18,0
BJC3511701034769,2017/1/18,0
BJC3511701034802,2017/1/18,0
BJC3511701034807,2017/1/18,0
BJC3511701034817,2017/1/18,0
BJC3511701034904,2017/1/18,0
BJC3511701035030,2017/1/18,0
BJC3511701035033,2017/1/18,0
BJC3511701035055,2017/1/19,0
BJC3511701035143,2017/1/18,1
BJC3511701035184,2017/1/18,0
BJC3511701035236,2017/1/18,0
BJC3511701035303,2017/1/18,0
BJC3511701035324,2017/1/18,0
BJC3511701035445,2017/1/18,0
BJC3511701035516,2017/1/18,0
BJC3511701035586,2017/1/18,0
BJC3511701035591,2017/1/18,0
BJC3511701035633,2017/1/18,0
BJC3511701035791,2017/1/18,0
BJC3511701035792,2017/1/18,0
BJC3511701035848,2017/1/18,0
BJC3511701035876,2017/1/18,0
BJC3511701035883,2017/1/18,0
BJC3511701035896,2017/1/18,0
BJC3511701035901,2017/1/18,0
BJC3511701036022,2017/1/18,0
BJC3511701036066,2017/1/18,0
BJC3511701036110,2017/1/18,0
BJC3511701036131,2017/1/18,1
BJC3511701036216,2017/1/18,0
BJC3511701036244,2017/1/18,0
BJC3511701036245,2017/1/18,0
BJC3511701036287,2017/1/18,0
BJC3511701036302,2017/1/18,0
BJC3511701036308,2017/1/18,0
BJC3511701036320,2017/1/18,0
BJC3511701036826,2017/1/19,0
BJC3511701036843,2017/1/19,0
BJC3511701036844,2017/1/19,0
BJC3511701036846,2017/1/19,0
BJC3511701036863,2017/1/19,0
BJC3511701036903,2017/1/19,0
BJC3511701036920,2017/1/19,1
BJC3511701037055,2017/1/19,0
BJC3511701037057,2017/1/19,0
BJC3511701037074,2017/1/19,0
BJC3511701037093,2017/1/19,0
BJC3511701037240,2017/1/19,0
BJC3511701037298,2017/1/19,0
BJC3511701037319,2017/1/19,0
BJC3511701037324,2017/1/19,0
BJC3511701037327,2017/1/19,0
BJC3511701037369,2017/1/19,0
BJC3511701037372,2017/1/20,0
BJC3511701037403,2017/1/19,0
BJC3511701037440,2017/1/19,0
BJC3511701037450,2017/1/19,0
BJC3511701037466,2017/1/19,0
BJC3511701037633,2017/1/19,0
BJC3511701037688,2017/1/19,0
BJC3511701037696,2017/1/19,0
BJC3511701037722,2017/1/19,0
BJC3511701037779,2017/1/19,0
BJC3511701037780,2017/1/19,0
BJC3511701037812,2017/1/19,0
BJC3511701037815,2017/1/19,0
BJC3511701037945,2017/1/19,0
BJC3511701037976,2017/1/19,0
BJC3511701038009,2017/1/19,0
BJC3511701038025,2017/1/19,0
BJC3511701038038,2017/1/19,0
BJC3511701038090,2017/1/19,0
BJC3511701038092,2017/1/19,0
BJC3511701038101,2017/1/19,0
BJC3511701038260,2017/1/20,0
BJC3511701038287,2017/1/19,0
BJC3511701038317,2017/1/23,0
BJC3511701038326,2017/1/19,0
BJC3511701038353,2017/1/19,0
BJC3511701038366,2017/1/19,0
BJC3511701038390,2017/1/19,0
BJC3511701038534,2017/1/19,0
BJC3511701038540,2017/1/19,0
BJC3511701038663,2017/1/19,0
BJC3511701038678,2017/1/19,0
BJC3511701038713,2017/1/19,0
BJC3511701038715,2017/1/19,0
BJC3511701038758,2017/1/19,0
BJC3511701038781,2017/1/20,0
BJC3511701038798,2017/1/19,0
BJC3511701038801,2017/1/19,0
BJC3511701038824,2017/1/20,0
BJC3511701038934,2017/1/19,0
BJC3511701038938,2017/1/20,0
BJC3511701038952,2017/1/19,0
BJC3511701039024,2017/1/19,0
BJC3511701039391,2017/1/20,0
BJC3511701039424,2017/1/20,0
BJC3511701039425,2017/1/20,0
BJC3511701039444,2017/1/20,0
BJC3511701039448,2017/1/20,0
BJC3511701039466,2017/1/20,0
BJC3511701039467,2017/1/20,0
BJC3511701039490,2017/1/20,0
BJC3511701039516,2017/1/20,0
BJC3511701039517,2017/1/20,0
BJC3511701039521,2017/1/20,0
BJC3511701039540,2017/1/20,0
BJC3511701039541,2017/1/20,0
BJC3511701039590,2017/1/20,0
BJC3511701039596,2017/1/20,0
BJC3511701039603,2017/1/20,0
BJC3511701039636,2017/1/20,0
BJC3511701039682,2017/1/20,0
BJC3511701039696,2017/1/20,0
BJC3511701039716,2017/1/20,0
BJC3511701039757,2017/1/22,0
BJC3511701039785,2017/1/20,0
BJC3511701039803,2017/1/20,0
BJC3511701039892,2017/1/20,0
BJC3511701039937,2017/1/20,0
BJC3511701039983,2017/1/20,0
BJC3511701039995,2017/1/20,0
BJC3511701040017,2017/1/20,0
BJC3511701040151,2017/1/20,0
BJC3511701040169,2017/1/20,0
BJC3511701040188,2017/1/20,0
BJC3511701040195,2017/1/20,0
BJC3511701040226,2017/1/20,0
BJC3511701040228,2017/1/20,0
BJC3511701040303,2017/1/20,0
BJC3511701040306,2017/1/20,0
BJC3511701040341,2017/1/20,0
BJC3511701040346,2017/1/20,0
BJC3511701040360,2017/1/20,0
BJC3511701040386,2017/1/20,0
BJC3511701040389,2017/1/20,0
BJC3511701040443,2017/1/20,0
BJC3511701040452,2017/1/20,0
BJC3511701040476,2017/1/20,0
BJC3511701040480,2017/1/20,0
BJC3511701040482,2017/1/20,0
BJC3511701040488,2017/1/20,0
BJC3511701040501,2017/1/20,0
BJC3511701040509,2017/1/20,0
BJC3511701040522,2017/1/20,0
BJC3511701040526,2017/1/20,0
BJC3511701040528,2017/1/20,0
BJC3511701040531,2017/1/20,0
BJC3511701040567,2017/1/20,0
BJC3511701040569,2017/1/20,0
BJC3511701040601,2017/1/20,0
BJC3511701040625,2017/1/20,0
BJC3511701040702,2017/1/20,0
BJC3511701040703,2017/1/20,0
BJC3511701040719,2017/1/20,0
BJC3511701040745,2017/1/20,0
BJC3511701040756,2017/1/20,0
BJC3511701040857,2017/1/23,0
BJC3511701040890,2017/1/20,0
BJC3511701040920,2017/1/20,0
BJC3511701040940,2017/1/20,0
BJC3511701041016,2017/1/20,0
BJC3511701041062,2017/1/20,0
BJC3511701041092,2017/1/20,0
BJC3511701041123,2017/1/20,0
BJC3511701041144,2017/1/20,0
BJC3511701041218,2017/1/20,0
BJC3511701041276,2017/1/20,0
BJC3511701041293,2017/1/20,0
BJC3511701041305,2017/1/20,0
BJC3511701041313,2017/1/20,0
BJC3511701041351,2017/1/20,0
BJC3511701041362,2017/1/20,0
BJC3511701041368,2017/1/21,0
BJC3511701041374,2017/1/21,0
BJC3511701041388,2017/1/22,0
BJC3511701041404,2017/1/20,0
BJC3511701041407,2017/1/20,0
BJC3511701041412,2017/1/20,0
BJC3511701041623,2017/1/21,0
BJC3511701041792,2017/1/21,0
BJC3511701041795,2017/1/21,0
BJC3511701041885,2017/1/21,0
BJC3511701042000,2017/1/21,0
BJC3511701042124,2017/1/21,0
BJC3511701042175,2017/1/21,0
BJC3511701042239,2017/1/21,0
BJC3511701042261,2017/1/22,0
BJC3511701042299,2017/1/21,0
BJC3511701042329,2017/1/21,0
BJC3511701042336,2017/1/21,0
BJC3511701042391,2017/1/21,0
BJC3511701042463,2017/1/21,0
BJC3511701042471,2017/1/21,0
BJC3511701042506,2017/1/21,0
BJC3511701042540,2017/1/21,0
BJC3511701042651,2017/1/21,0
BJC3511701042653,2017/1/21,0
BJC3511701042706,2017/1/21,0
BJC3511701042720,2017/1/21,0
BJC3511701042792,2017/1/21,0
BJC3511701042845,2017/1/21,0
BJC3511701042847,2017/1/21,0
BJC3511701042849,2017/1/21,0
BJC3511701042867,2017/1/21,0
BJC3511701042876,2017/1/22,0
BJC3511701042888,2017/1/21,0
BJC3511701042903,2017/1/21,0
BJC3511701043216,2017/1/22,0
BJC3511701043236,2017/1/22,0
BJC3511701043249,2017/1/22,0
BJC3511701043252,2017/1/22,0
BJC3511701043272,2017/1/22,0
BJC3511701043281,2017/1/22,0
BJC3511701043288,2017/1/22,0
BJC3511701043325,2017/1/22,0
BJC3511701043348,2017/1/22,0
BJC3511701043352,2017/1/22,0
BJC3511701043361,2017/1/22,0
BJC3511701043362,2017/1/22,0
BJC3511701043397,2017/1/22,0
BJC3511701043414,2017/1/22,0
BJC3511701043459,2017/1/22,0
BJC3511701043479,2017/1/23,0
BJC3511701043490,2017/1/22,0
BJC3511701043520,2017/1/22,0
BJC3511701043533,2017/1/22,0
BJC3511701043572,2017/1/22,0
BJC3511701043630,2017/1/22,0
BJC3511701043684,2017/1/22,0
BJC3511701043740,2017/1/22,0
BJC3511701043749,2017/1/22,0
BJC3511701043750,2017/1/22,0
BJC3511701043756,2017/1/22,0
BJC3511701043767,2017/1/22,0
BJC3511701043779,2017/1/22,0
BJC3511701043805,2017/1/22,0
BJC3511701043843,2017/1/24,1
BJC3511701043844,2017/1/22,0
BJC3511701043872,2017/1/22,0
BJC3511701043876,2017/1/22,0
BJC3511701043884,2017/1/22,0
BJC3511701043926,2017/1/22,0
BJC3511701043980,2017/1/22,0
BJC3511701044022,2017/1/22,0
BJC3511701044040,2017/1/22,0
BJC3511701044070,2017/1/22,0
BJC3511701044109,2017/1/22,0
BJC3511701044191,2017/1/22,0
BJC3511701044210,2017/1/22,0
BJC3511701044216,2017/1/22,0
BJC3511701044227,2017/1/22,0
BJC3511701044256,2017/1/22,0
BJC3511701044283,2017/1/22,0
BJC3511701044329,2017/1/22,0
BJC3511701044343,2017/1/22,0
BJC3511701044391,2017/1/22,0
BJC3511701044418,2017/1/22,0
BJC3511701044497,2017/1/22,0
BJC3511701044516,2017/1/22,0
BJC3511701044549,2017/1/22,0
BJC3511701044550,2017/1/22,0
BJC3511701044563,2017/1/22,0
BJC3511701044568,2017/1/22,0
BJC3511701044581,2017/1/22,0
BJC3511701044594,2017/1/23,0
BJC3511701044650,2017/1/22,0
BJC3511701044678,2017/1/22,0
BJC3511701044682,2017/1/22,0
BJC3511701044720,2017/1/22,0
BJC3511701044734,2017/1/22,0
BJC3511701044767,2017/1/22,0
BJC3511701044769,2017/1/22,0
BJC3511701044785,2017/1/22,0
BJC3511701044790,2017/1/22,0
BJC3511701044819,2017/1/22,0
BJC3511701044853,2017/1/22,0
BJC3511701044866,2017/1/22,0
BJC3511701044870,2017/1/22,0
BJC3511701044888,2017/1/22,0
BJC3511701044932,2017/1/22,0
BJC3511701044944,2017/1/22,0
BJC3511701044979,2017/1/22,0
BJC3511701044985,2017/1/22,0
BJC3511701045034,2017/1/22,0
BJC3511701045043,2017/1/24,0
BJC3511701045074,2017/1/22,0
BJC3511701045080,2017/1/22,0
BJC3511701045092,2017/1/22,0
BJC3511701045124,2017/1/22,0
BJC3511701045126,2017/1/22,0
BJC3511701045147,2017/1/22,0
BJC3511701045204,2017/1/22,0
BJC3511701045228,2017/1/23,0
BJC3511701045272,2017/1/23,0
BJC3511701045306,2017/1/22,0
BJC3511701045312,2017/1/22,0
BJC3511701045313,2017/1/23,0
BJC3511701045323,2017/1/22,0
BJC3511701045328,2017/1/22,0
BJC3511701045340,2017/1/22,0
BJC3511701045575,2017/1/23,0
BJC3511701045837,2017/1/23,0
BJC3511701045839,2017/1/23,0
BJC3511701045851,2017/1/23,0
BJC3511701045864,2017/1/23,0
BJC3511701045909,2017/1/23,0
BJC3511701045945,2017/1/23,0
BJC3511701045982,2017/1/23,0
BJC3511701045993,2017/1/23,0
BJC3511701045995,2017/1/23,0
BJC3511701046012,2017/1/23,0
BJC3511701046023,2017/1/23,0
BJC3511701046055,2017/1/23,0
BJC3511701046068,2017/1/23,0
BJC3511701046092,2017/1/23,0
BJC3511701046105,2017/1/23,0
BJC3511701046109,2017/1/23,0
BJC3511701046113,2017/1/23,0
BJC3511701046114,2017/1/23,0
BJC3511701046134,2017/1/23,0
BJC3511701046139,2017/1/23,0
BJC3511701046144,2017/1/23,0
BJC3511701046163,2017/1/23,0
BJC3511701046222,2017/1/23,0
BJC3511701046224,2017/1/23,0
BJC3511701046227,2017/1/23,0
BJC3511701046300,2017/1/23,0
BJC3511701046334,2017/1/23,0
BJC3511701046358,2017/1/23,0
BJC3511701046376,2017/1/23,0
BJC3511701046423,2017/1/23,0
BJC3511701046688,2017/1/23,0
BJC3511701046690,2017/1/23,0
BJC3511701046691,2017/1/23,0
BJC3511701046727,2017/1/23,0
BJC3511701046728,2017/1/23,0
BJC3511701046738,2017/1/23,0
BJC3511701046774,2017/1/23,0
BJC3511701046782,2017/1/23,0
BJC3511701046809,2017/1/23,0
BJC3511701046828,2017/1/23,0
BJC3511701046843,2017/1/23,0
BJC3511701046895,2017/1/23,0
BJC3511701046929,2017/1/23,0
BJC3511701046967,2017/1/23,0
BJC3511701046977,2017/1/23,0
BJC3511701046978,2017/1/23,0
BJC3511701047054,2017/1/23,0
BJC3511701047056,2017/1/23,0
BJC3511701047188,2017/1/23,0
BJC3511701047193,2017/1/23,0
BJC3511701047196,2017/1/23,0
BJC3511701047245,2017/1/23,0
BJC3511701047264,2017/1/23,0
BJC3511701047274,2017/1/23,0
BJC3511701047297,2017/1/23,0
BJC3511701047322,2017/1/23,0
BJC3511701047328,2017/1/23,0
BJC3511701047331,2017/1/23,0
BJC3511701047346,2017/1/23,0
BJC3511701047352,2017/1/23,0
BJC3511701047367,2017/1/23,0
BJC3511701047369,2017/1/23,0
BJC3511701047392,2017/1/23,0
BJC3511701047417,2017/1/23,0
BJC3511701047464,2017/1/23,0
BJC3511701047470,2017/1/24,0
BJC3511701047516,2017/1/23,0
BJC3511701047531,2017/1/23,0
BJC3511701047560,2017/1/23,0
BJC3511701047593,2017/1/23,0
BJC3511701047632,2017/1/23,0
BJC3511701048059,2017/1/24,0
BJC3511701048079,2017/1/24,0
BJC3511701048084,2017/1/24,0
BJC3511701048093,2017/1/24,0
BJC3511701048094,2017/1/24,0
BJC3511701048096,2017/1/24,0
BJC3511701048102,2017/1/24,0
BJC3511701048128,2017/1/24,0
BJC3511701048148,2017/1/24,0
BJC3511701048158,2017/1/24,0
BJC3511701048189,2017/1/24,0
BJC3511701048304,2017/1/24,0
BJC3511701048414,2017/1/24,0
BJC3511701048449,2017/1/24,0
BJC3511701048500,2017/1/24,0
BJC3511701048510,2017/1/24,0
BJC3511701048530,2017/1/24,0
BJC3511701048543,2017/1/24,0
BJC3511701048653,2017/1/24,0
BJC3511701048694,2017/1/24,0
BJC3511701048696,2017/1/24,0
BJC3511701048705,2017/1/24,0
BJC3511701048739,2017/1/24,0
BJC3511701048755,2017/1/24,0
BJC3511701048804,2017/1/24,0
BJC3511701048889,2017/1/24,0
BJC3511701048941,2017/1/24,0
BJC3511701048944,2017/1/24,0
BJC3511701049072,2017/1/24,0
BJC3511701049125,2017/1/24,0
BJC3511701049143,2017/1/24,0
BJC3511701049214,2017/1/24,0
BJC3511701049217,2017/1/24,0
BJC3511701049283,2017/1/24,0
BJC3511701049286,2017/1/24,0
BJC3511701049309,2017/1/24,0
BJC3511701049345,2017/1/24,0
BJC3511701049359,2017/1/24,0
BJC3511701049365,2017/1/24,0
BJC3511701049389,2017/1/24,0
BJC3511701049391,2017/1/24,0
BJC3511701049624,2017/1/25,0
BJC3511701049631,2017/1/25,0
BJC3511701049633,2017/1/25,0
BJC3511701049656,2017/1/25,0
BJC3511701049725,2017/1/25,0
BJC3511701049732,2017/1/25,0
BJC3511701049825,2017/1/25,0
BJC3511701049905,2017/1/25,0
BJC3511701049926,2017/1/25,0
BJC3511701050094,2017/1/25,0
BJC3511701050113,2017/1/25,0
BJC3511701050138,2017/1/25,0
BJC3511701050160,2017/1/25,0
BJC3511701050166,2017/1/25,0
BJC3511701050354,2017/1/26,0
BJC3511701050440,2017/1/26,0
BJC3511702000192,2017/2/3,0
BJC3511702000199,2017/2/3,0
BJC3511702000216,2017/2/3,0
BJC3511702000223,2017/2/3,0
BJC3511702000234,2017/2/3,0
BJC3511702000283,2017/2/3,0
BJC3511702000356,2017/2/3,0
BJC3511702000452,2017/2/3,0
BJC3511702000487,2017/2/3,0
BJC3511702000491,2017/2/3,0
BJC3511702000765,2017/2/3,0
BJC3511702000864,2017/2/3,0
BJC3511702000875,2017/2/3,0
BJC3511702000900,2017/2/3,0
BJC3511702000927,2017/2/3,0
BJC3511702000949,2017/2/3,0
BJC3511702000963,2017/2/3,0
BJC3511702000964,2017/2/3,0
BJC3511702001001,2017/2/3,0
BJC3511702001015,2017/2/3,0
BJC3511702001090,2017/2/3,0
BJC3511702001114,2017/2/3,0
BJC3511702001132,2017/2/3,0
BJC3511702001223,2017/2/3,0
BJC3511702001258,2017/2/3,0
BJC3511702001279,2017/2/4,0
BJC3511702001356,2017/2/3,0
BJC3511702001490,2017/2/4,0
BJC3511702001491,2017/2/4,0
BJC3511702001496,2017/2/4,0
BJC3511702001498,2017/2/4,0
BJC3511702001623,2017/2/4,0
BJC3511702001678,2017/2/4,0
BJC3511702001707,2017/2/4,0
BJC3511702001710,2017/2/4,0
BJC3511702001762,2017/2/4,0
BJC3511702001806,2017/2/4,0
BJC3511702001818,2017/2/4,0
BJC3511702001919,2017/2/4,0
BJC3511702001946,2017/2/4,0
BJC3511702002005,2017/2/4,0
BJC3511702002096,2017/2/4,0
BJC3511702002097,2017/2/4,0
BJC3511702002107,2017/2/4,0
BJC3511702002132,2017/2/4,0
BJC3511702002294,2017/2/4,0
BJC3511702002311,2017/2/4,0
BJC3511702002322,2017/2/4,0
BJC3511702002350,2017/2/4,0
BJC3511702002389,2017/2/4,0
BJC3511702002506,2017/2/4,0
BJC3511702002560,2017/2/4,0
BJC3511702002650,2017/2/4,0
BJC3511702002717,2017/2/4,0
BJC3511702002721,2017/2/4,0
BJC3511702002765,2017/2/4,0
BJC3511702002790,2017/2/4,0
BJC3511702002959,2017/2/4,0
BJC3511702003193,2017/2/5,0
BJC3511702003282,2017/2/5,0
BJC3511702003304,2017/2/5,0
BJC3511702003308,2017/2/5,0
BJC3511702003510,2017/2/5,0
BJC3511702003648,2017/2/6,0
BJC3511702003687,2017/2/5,0
BJC3511702004075,2017/2/5,0
BJC3511702004079,2017/2/5,0
BJC3511702004182,2017/2/6,0
BJC3511702004188,2017/2/6,0
BJC3511702004191,2017/2/6,0
BJC3511702004227,2017/2/6,0
BJC3511702004228,2017/2/6,0
BJC3511702004238,2017/2/6,0
BJC3511702004264,2017/2/6,0
BJC3511702004268,2017/2/7,0
BJC3511702004287,2017/2/6,0
BJC3511702004308,2017/2/6,0
BJC3511702004318,2017/2/6,0
BJC3511702004331,2017/2/6,0
BJC3511702004337,2017/2/6,0
BJC3511702004341,2017/2/6,0
BJC3511702004358,2017/2/6,0
BJC3511702004384,2017/2/6,0
BJC3511702004414,2017/2/6,0
BJC3511702004442,2017/2/6,0
BJC3511702004461,2017/2/6,0
BJC3511702004465,2017/2/6,0
BJC3511702004545,2017/2/6,0
BJC3511702004548,2017/2/6,0
BJC3511702004550,2017/2/6,0
BJC3511702004573,2017/2/6,0
BJC3511702004585,2017/2/6,0
BJC3511702004635,2017/2/6,0
BJC3511702004650,2017/2/6,0
BJC3511702004654,2017/2/6,0
BJC3511702004816,2017/2/6,0
BJC3511702004829,2017/2/6,0
BJC3511702005040,2017/2/6,0
BJC3511702005051,2017/2/6,0
BJC3511702005096,2017/2/6,0
BJC3511702005121,2017/2/6,0
BJC3511702005256,2017/2/6,0
BJC3511702005278,2017/2/6,0
BJC3511702005372,2017/2/6,0
BJC3511702005553,2017/2/6,0
BJC3511702005564,2017/2/6,0
BJC3511702005580,2017/2/6,0
BJC3511702005598,2017/2/6,0
BJC3511702005641,2017/2/6,0
BJC3511702005672,2017/2/6,0
BJC3511702005736,2017/2/6,0
BJC3511702005791,2017/2/6,0
BJC3511702005858,2017/2/6,0
BJC3511702005961,2017/2/6,0
BJC3511702005978,2017/2/6,0
BJC3511702005990,2017/2/6,0
BJC3511702005994,2017/2/6,0
BJC3511702006067,2017/2/6,0
BJC3511702006071,2017/2/6,0
BJC3511702006110,2017/2/6,0
BJC3511702006185,2017/2/6,0
BJC3511702006193,2017/2/6,0
BJC3511702006313,2017/2/7,0
BJC3511702006314,2017/2/7,0
BJC3511702006316,2017/2/7,0
BJC3511702006319,2017/2/7,0
BJC3511702006351,2017/2/7,0
BJC3511702006357,2017/2/7,0
BJC3511702006363,2017/2/7,0
BJC3511702006434,2017/2/7,0
BJC3511702006627,2017/2/7,1
BJC3511702006661,2017/2/7,0
BJC3511702006749,2017/2/7,0
BJC3511702006807,2017/2/7,0
BJC3511702006856,2017/2/7,0
BJC3511702006961,2017/2/7,0
BJC3511702006982,2017/2/7,0
BJC3511702007037,2017/2/7,0
BJC3511702007108,2017/2/7,0
BJC3511702007157,2017/2/7,0
BJC3511702007196,2017/2/7,0
BJC3511702007218,2017/2/7,0
BJC3511702007243,2017/2/7,0
BJC3511702007252,2017/2/7,0
BJC3511702007362,2017/2/7,0
BJC3511702007406,2017/2/7,0
BJC3511702007417,2017/2/7,0
BJC3511702007452,2017/2/7,0
BJC3511702007487,2017/2/7,0
BJC3511702007643,2017/2/7,0
BJC3511702007809,2017/2/7,0
BJC3511702007816,2017/2/8,0
BJC3511702008037,2017/2/8,0
BJC3511702008046,2017/2/8,0
BJC3511702008057,2017/2/8,0
BJC3511702008063,2017/2/8,0
BJC3511702008109,2017/2/8,0
BJC3511702008110,2017/2/8,0
BJC3511702008196,2017/2/8,0
BJC3511702008235,2017/2/8,0
BJC3511702008317,2017/2/8,0
BJC3511702008349,2017/2/8,0
BJC3511702008402,2017/2/8,0
BJC3511702008406,2017/2/8,0
BJC3511702008453,2017/2/8,0
BJC3511702008469,2017/2/8,0
BJC3511702008486,2017/2/8,0
BJC3511702008543,2017/2/8,0
BJC3511702008607,2017/2/8,0
BJC3511702008615,2017/2/8,0
BJC3511702008629,2017/2/8,0
BJC3511702008679,2017/2/8,0
BJC3511702008711,2017/2/8,0
BJC3511702008794,2017/2/8,0
BJC3511702008813,2017/2/8,0
BJC3511702008909,2017/2/8,0
BJC3511702008994,2017/2/8,0
BJC3511702009025,2017/2/8,0
BJC3511702009121,2017/2/8,0
BJC3511702009161,2017/2/8,0
BJC3511702009196,2017/2/8,0
BJC3511702009209,2017/2/8,0
BJC3511702009260,2017/2/8,0
BJC3511702009262,2017/2/8,0
BJC3511702009375,2017/2/8,0
BJC3511702009435,2017/2/8,0
BJC3511702009550,2017/2/9,0
BJC3511702009555,2017/2/9,0
BJC3511702009558,2017/2/9,0
BJC3511702009588,2017/2/9,0
BJC3511702009589,2017/2/10,0
BJC3511702009597,2017/2/9,0
BJC3511702009819,2017/2/9,0
BJC3511702009853,2017/2/9,0
BJC3511702009856,2017/2/9,0
BJC3511702009871,2017/2/9,0
BJC3511702009873,2017/2/9,0
BJC3511702009977,2017/2/9,0
BJC3511702009988,2017/2/9,0
BJC3511702010095,2017/2/9,0
BJC3511702010430,2017/2/9,0
BJC3511702010525,2017/2/9,0
BJC3511702010529,2017/2/9,0
BJC3511702010541,2017/2/9,0
BJC3511702010687,2017/2/9,0
BJC3511702010704,2017/2/9,0
BJC3511702010762,2017/2/9,0
BJC3511702010834,2017/2/9,0
BJC3511702010853,2017/2/9,0
BJC3511702010933,2017/2/9,0
BJC3511702010935,2017/2/9,0
BJC3511702011046,2017/2/9,0
BJC3511702011082,2017/2/10,0
BJC3511702011212,2017/2/10,0
BJC3511702011218,2017/2/10,0
BJC3511702011223,2017/2/10,0
BJC3511702011227,2017/2/10,0
BJC3511702011229,2017/2/10,0
BJC3511702011232,2017/2/10,0
BJC3511702011291,2017/2/10,0
